source,target,weight
Manhattanville,Clinton West,4
Manhattanville,Co-Op City,3
Manhattanville,College Point,1
Manhattanville,Crotona Park,1
Manhattanville,Crotona Park East,1
Manhattanville,East Chelsea,2
Manhattanville,East Concourse/Concourse Village,7
Manhattanville,East Harlem North,20
Manhattanville,East Harlem South,16
Manhattanville,East New York,1
Manhattanville,East Tremont,3
Manhattanville,East Village,2
Manhattanville,East Williamsburg,1
Manhattanville,Eastchester,1
Manhattanville,Financial District North,1
Manhattanville,Flatbush/Ditmas Park,1
Manhattanville,Flushing Meadows-Corona Park,1
Manhattanville,Forest Hills,1
Manhattanville,Garment District,1
Manhattanville,Gramercy,2
Manhattanville,Greenwich Village North,1
Manhattanville,Greenwich Village South,1
Manhattanville,Hamilton Heights,33
Manhattanville,Highbridge,5
Manhattanville,Highbridge Park,2
Manhattanville,Hollis,1
Manhattanville,Hudson Sq,1
Manhattanville,Hunts Point,1
Manhattanville,Inwood,3
Manhattanville,JFK Airport,4
Manhattanville,Jackson Heights,3
Manhattanville,Kingsbridge Heights,3
Manhattanville,Kips Bay,2
Manhattanville,LaGuardia Airport,8
Manhattanville,Lenox Hill East,1
Manhattanville,Lenox Hill West,1
Manhattanville,Lincoln Square East,2
Manhattanville,Lincoln Square West,5
Manhattanville,Little Italy/NoLiTa,1
Manhattanville,Long Island City/Hunters Point,1
Manhattanville,Long Island City/Queens Plaza,1
Manhattanville,Longwood,1
Manhattanville,Lower East Side,2
Manhattanville,Manhattan Valley,9
Manhattanville,Manhattanville,16
Manhattanville,Marble Hill,1
Manhattanville,Melrose South,7
Manhattanville,Middle Village,1
Manhattanville,Midtown Center,1
Manhattanville,Midtown North,1
Manhattanville,Midtown South,4
Manhattanville,Morningside Heights,32
Manhattanville,Morrisania/Melrose,1
Manhattanville,Mott Haven/Port Morris,9
Manhattanville,Mount Hope,5
Manhattanville,Murray Hill,3
Manhattanville,Newark Airport,1
Manhattanville,Norwood,1
Manhattanville,Outside of NYC,7
Manhattanville,Pelham Parkway,2
Manhattanville,Penn Station/Madison Sq West,2
Manhattanville,Prospect-Lefferts Gardens,1
Manhattanville,Riverdale/North Riverdale/Fieldston,1
Manhattanville,Roosevelt Island,1
Manhattanville,Schuylerville/Edgewater Park,1
Manhattanville,Sheepshead Bay,1
Manhattanville,Soundview/Bruckner,4
Manhattanville,Soundview/Castle Hill,1
Manhattanville,Spuyten Duyvil/Kingsbridge,4
Manhattanville,Stuyvesant Heights,1
Manhattanville,Sunnyside,2
Manhattanville,TriBeCa/Civic Center,1
Manhattanville,Two Bridges/Seward Park,1
Manhattanville,UN/Turtle Bay South,1
Manhattanville,Union Sq,4
Manhattanville,University Heights/Morris Heights,2
Manhattanville,Upper East Side North,3
Manhattanville,Upper East Side South,2
Manhattanville,Upper West Side North,10
Manhattanville,Upper West Side South,8
Manhattanville,Van Cortlandt Village,3
Manhattanville,Van Nest/Morris Park,3
Manhattanville,Washington Heights North,15
Manhattanville,Washington Heights South,24
Manhattanville,West Chelsea/Hudson Yards,4
Manhattanville,West Concourse,2
Manhattanville,West Farms/Bronx River,5
Manhattanville,Westchester Village/Unionport,1
Manhattanville,Williamsbridge/Olinville,1
Manhattanville,Williamsburg (North Side),1
Manhattanville,Williamsburg (South Side),1
Manhattanville,World Trade Center,1
Manhattanville,Yorkville East,2
Manhattanville,Yorkville West,4
Marble Hill,Bedford Park,16
Marble Hill,Belmont,3
Marble Hill,Central Harlem,1
Marble Hill,Central Harlem North,6
Marble Hill,Claremont/Bathgate,1
Marble Hill,Clinton East,1
Marble Hill,Clinton West,1
Marble Hill,East Concourse/Concourse Village,4
Marble Hill,East Harlem North,1
Marble Hill,East Harlem South,1
Marble Hill,East Tremont,5
Marble Hill,Eastchester,1
Marble Hill,Fordham South,2
Marble Hill,Hamilton Heights,4
Marble Hill,Highbridge,3
Marble Hill,Inwood,12
Marble Hill,JFK Airport,1
Marble Hill,Jackson Heights,1
Marble Hill,Kingsbridge Heights,10
Marble Hill,LaGuardia Airport,3
Marble Hill,Lenox Hill East,1
Marble Hill,Lincoln Square West,1
Marble Hill,Manhattanville,1
Marble Hill,Marble Hill,2
Marble Hill,Melrose South,1
Marble Hill,Midtown North,1
Marble Hill,Morningside Heights,1
Marble Hill,Morrisania/Melrose,1
Marble Hill,Mott Haven/Port Morris,5
Marble Hill,Mount Hope,3
Marble Hill,Norwood,3
Marble Hill,Ocean Hill,1
Marble Hill,Outside of NYC,7
Marble Hill,Pelham Parkway,2
Marble Hill,Penn Station/Madison Sq West,1
Marble Hill,Riverdale/North Riverdale/Fieldston,8
Marble Hill,Schuylerville/Edgewater Park,1
Marble Hill,Soundview/Bruckner,1
Marble Hill,Spuyten Duyvil/Kingsbridge,14
Marble Hill,Stuyvesant Heights,1
Marble Hill,Sunnyside,1
Marble Hill,TriBeCa/Civic Center,1
Marble Hill,University Heights/Morris Heights,7
Marble Hill,Van Cortlandt Village,18
Marble Hill,Van Nest/Morris Park,1
Marble Hill,Washington Heights North,10
Marble Hill,Washington Heights South,5
Marble Hill,West Concourse,4
Marble Hill,Westchester Village/Unionport,2
Marble Hill,Williamsbridge/Olinville,1
Marble Hill,Woodlawn/Wakefield,1
Marble Hill,Yorkville West,1
Marine Park/Floyd Bennett Field,East Harlem South,1
Marine Park/Floyd Bennett Field,Flatlands,1
Marine Park/Floyd Bennett Field,Homecrest,1
Marine Park/Floyd Bennett Field,Lower East Side,1
Marine Park/Floyd Bennett Field,Madison,2
Marine Park/Floyd Bennett Field,Manhattan Beach,1
Marine Park/Floyd Bennett Field,Marine Park/Mill Basin,1
Marine Park/Floyd Bennett Field,Ozone Park,1
Marine Park/Floyd Bennett Field,Sunset Park East,1
Marine Park/Mill Basin,Bath Beach,2
Marine Park/Mill Basin,Bay Ridge,1
Marine Park/Mill Basin,Bedford,4
Marine Park/Mill Basin,Bensonhurst East,6
Marine Park/Mill Basin,Bensonhurst West,7
Marine Park/Mill Basin,Boerum Hill,1
Marine Park/Mill Basin,Borough Park,5
Marine Park/Mill Basin,Brighton Beach,11
Marine Park/Mill Basin,Brooklyn Heights,2
Marine Park/Mill Basin,Brownsville,10
Marine Park/Mill Basin,Bushwick North,3
Marine Park/Mill Basin,Bushwick South,2
Marine Park/Mill Basin,Canarsie,61
Marine Park/Mill Basin,Chinatown,1
Marine Park/Mill Basin,Clinton Hill,1
Marine Park/Mill Basin,Columbia Street,1
Marine Park/Mill Basin,Coney Island,10
Marine Park/Mill Basin,Crown Heights North,8
Marine Park/Mill Basin,Crown Heights South,4
Marine Park/Mill Basin,Downtown Brooklyn/MetroTech,1
Marine Park/Mill Basin,Dyker Heights,4
Marine Park/Mill Basin,East Chelsea,1
Marine Park/Mill Basin,East Flatbush/Farragut,9
Marine Park/Mill Basin,East Flatbush/Remsen Village,17
Marine Park/Mill Basin,East New York,14
Marine Park/Mill Basin,East New York/Pennsylvania Avenue,5
Marine Park/Mill Basin,East Village,1
Marine Park/Mill Basin,Erasmus,8
Marine Park/Mill Basin,Far Rockaway,1
Marine Park/Mill Basin,Financial District South,1
Marine Park/Mill Basin,Flatbush/Ditmas Park,38
Marine Park/Mill Basin,Flatiron,1
Marine Park/Mill Basin,Flatlands,50
Marine Park/Mill Basin,Gramercy,1
Marine Park/Mill Basin,Gravesend,5
Marine Park/Mill Basin,Green-Wood Cemetery,1
Marine Park/Mill Basin,Greenwich Village South,1
Marine Park/Mill Basin,Hammels/Arverne,3
Marine Park/Mill Basin,Homecrest,16
Marine Park/Mill Basin,JFK Airport,11
Marine Park/Mill Basin,Kensington,5
Marine Park/Mill Basin,Kew Gardens Hills,1
Marine Park/Mill Basin,LaGuardia Airport,2
Marine Park/Mill Basin,Lenox Hill West,1
Marine Park/Mill Basin,Long Island City/Hunters Point,1
Marine Park/Mill Basin,Lower East Side,1
Marine Park/Mill Basin,Madison,46
Marine Park/Mill Basin,Manhattan Beach,3
Marine Park/Mill Basin,Manhattan Valley,1
Marine Park/Mill Basin,Marine Park/Floyd Bennett Field,1
Marine Park/Mill Basin,Marine Park/Mill Basin,50
Marine Park/Mill Basin,Midtown North,1
Marine Park/Mill Basin,Midwood,18
Marine Park/Mill Basin,Oakwood,1
Marine Park/Mill Basin,Ocean Hill,4
Marine Park/Mill Basin,Ocean Parkway South,7
Marine Park/Mill Basin,Outside of NYC,2
Marine Park/Mill Basin,Park Slope,4
Marine Park/Mill Basin,Prospect-Lefferts Gardens,7
Marine Park/Mill Basin,Saint Albans,1
Marine Park/Mill Basin,Sheepshead Bay,29
Marine Park/Mill Basin,South Ozone Park,2
Marine Park/Mill Basin,South Williamsburg,1
Marine Park/Mill Basin,Springfield Gardens South,3
Marine Park/Mill Basin,Spuyten Duyvil/Kingsbridge,1
Marine Park/Mill Basin,Starrett City,6
Marine Park/Mill Basin,Stuyvesant Heights,2
Marine Park/Mill Basin,Sunnyside,2
Marine Park/Mill Basin,Sunset Park East,2
Marine Park/Mill Basin,Sunset Park West,3
Marine Park/Mill Basin,Sutton Place/Turtle Bay North,1
Marine Park/Mill Basin,Union Sq,1
Marine Park/Mill Basin,Upper East Side North,1
Marine Park/Mill Basin,Washington Heights North,1
Marine Park/Mill Basin,Williamsburg (North Side),2
Marine Park/Mill Basin,Windsor Terrace,2
Marine Park/Mill Basin,Woodhaven,1
Mariners Harbor,Arden Heights,1
Mariners Harbor,Arrochar/Fort Wadsworth,3
Mariners Harbor,Bedford,1
Mariners Harbor,Bensonhurst East,1
Mariners Harbor,Bloomfield/Emerson Hill,24
Mariners Harbor,Borough Park,1
Mariners Harbor,Brownsville,1
Mariners Harbor,Charleston/Tottenville,1
Mariners Harbor,Great Kills,2
Mariners Harbor,Grymes Hill/Clifton,4
Mariners Harbor,Heartland Village/Todt Hill,16
Mariners Harbor,Mariners Harbor,39
Mariners Harbor,New Dorp/Midland Beach,6
Mariners Harbor,Newark Airport,2
Mariners Harbor,Oakwood,1
Mariners Harbor,Outside of NYC,1
Mariners Harbor,Port Richmond,9
Mariners Harbor,Rossville/Woodrow,1
Mariners Harbor,Saint George/New Brighton,25
Mariners Harbor,South Beach/Dongan Hills,3
Mariners Harbor,Stapleton,5
Mariners Harbor,Sunset Park East,1
Mariners Harbor,Sunset Park West,2
Mariners Harbor,West Brighton,4
Mariners Harbor,Westerleigh,6
Maspeth,Astoria,8
Maspeth,Bayside,1
Maspeth,Briarwood/Jamaica Hills,1
Maspeth,Brooklyn Heights,1
Maspeth,Brooklyn Navy Yard,1
Maspeth,Bushwick North,13
Maspeth,Bushwick South,8
Maspeth,Chinatown,1
Maspeth,Clinton East,1
Maspeth,Clinton Hill,1
Maspeth,College Point,3
Maspeth,Corona,6
Maspeth,Cypress Hills,1
Maspeth,East Chelsea,2
Maspeth,East Elmhurst,2
Maspeth,East Flatbush/Farragut,1
Maspeth,East Harlem North,1
Maspeth,East New York,2
Maspeth,East Village,1
Maspeth,East Williamsburg,17
Maspeth,Elmhurst,33
Maspeth,Elmhurst/Maspeth,3
Maspeth,Financial District South,1
Maspeth,Flatbush/Ditmas Park,2
Maspeth,Flatlands,1
Maspeth,Flushing,4
Maspeth,Forest Hills,8
Maspeth,Garment District,1
Maspeth,Glendale,7
Maspeth,Greenpoint,6
Maspeth,Hammels/Arverne,1
Maspeth,Hillcrest/Pomonok,1
Maspeth,Hudson Sq,2
Maspeth,JFK Airport,3
Maspeth,Jackson Heights,20
Maspeth,Jamaica,2
Maspeth,Jamaica Estates,1
Maspeth,Kensington,2
Maspeth,Kew Gardens Hills,1
Maspeth,Kips Bay,1
Maspeth,LaGuardia Airport,2
Maspeth,Laurelton,1
Maspeth,Lenox Hill East,3
Maspeth,Lincoln Square East,1
Maspeth,Lincoln Square West,1
Maspeth,Little Italy/NoLiTa,1
Maspeth,Long Island City/Hunters Point,10
Maspeth,Long Island City/Queens Plaza,3
Maspeth,Lower East Side,1
Maspeth,Marble Hill,1
Maspeth,Maspeth,37
Maspeth,Middle Village,14
Maspeth,Midtown Center,2
Maspeth,Midtown East,2
Maspeth,Midtown North,1
Maspeth,Murray Hill,2
Maspeth,North Corona,4
Maspeth,Old Astoria,2
Maspeth,Park Slope,1
Maspeth,Pelham Parkway,1
Maspeth,Queens Village,4
Maspeth,Queensboro Hill,3
Maspeth,Queensbridge/Ravenswood,1
Maspeth,Rego Park,7
Maspeth,Richmond Hill,2
Maspeth,Ridgewood,21
Maspeth,Riverdale/North Riverdale/Fieldston,1
Maspeth,Rockaway Park,1
Maspeth,Schuylerville/Edgewater Park,1
Maspeth,Seaport,1
Maspeth,Steinway,3
Maspeth,Stuyvesant Heights,2
Maspeth,Sunnyside,22
Maspeth,Times Sq/Theatre District,1
Maspeth,TriBeCa/Civic Center,2
Maspeth,UN/Turtle Bay South,2
Maspeth,Upper West Side North,1
Maspeth,Washington Heights South,1
Maspeth,West Chelsea/Hudson Yards,1
Maspeth,West Farms/Bronx River,1
Maspeth,West Village,1
Maspeth,Whitestone,1
Maspeth,Williamsburg (North Side),4
Maspeth,Williamsburg (South Side),6
Maspeth,Woodhaven,4
Maspeth,Woodside,29
Maspeth,World Trade Center,1
Maspeth,Yorkville West,1
Meatpacking/West Village West,Alphabet City,7
Meatpacking/West Village West,Astoria,2
Meatpacking/West Village West,Battery Park,1
Meatpacking/West Village West,Battery Park City,29
Meatpacking/West Village West,Bay Ridge,3
Meatpacking/West Village West,Bedford,8
Meatpacking/West Village West,Bedford Park,1
Meatpacking/West Village West,Bloomingdale,4
Meatpacking/West Village West,Boerum Hill,3
Meatpacking/West Village West,Borough Park,1
Meatpacking/West Village West,Brooklyn Heights,2
Meatpacking/West Village West,Bushwick North,3
Meatpacking/West Village West,Bushwick South,8
Meatpacking/West Village West,Carroll Gardens,1
Meatpacking/West Village West,Central Harlem,2
Meatpacking/West Village West,Central Harlem North,1
Meatpacking/West Village West,Central Park,2
Meatpacking/West Village West,Chinatown,4
Meatpacking/West Village West,Clinton East,22
Meatpacking/West Village West,Clinton Hill,6
Meatpacking/West Village West,Clinton West,21
Meatpacking/West Village West,Cobble Hill,2
Meatpacking/West Village West,Columbia Street,1
Meatpacking/West Village West,Coney Island,1
Meatpacking/West Village West,Crown Heights North,9
Meatpacking/West Village West,DUMBO/Vinegar Hill,8
Meatpacking/West Village West,Downtown Brooklyn/MetroTech,9
Meatpacking/West Village West,East Chelsea,42
Meatpacking/West Village West,East Flatbush/Farragut,3
Meatpacking/West Village West,East Harlem North,2
Meatpacking/West Village West,East Harlem South,4
Meatpacking/West Village West,East Tremont,1
Meatpacking/West Village West,East Village,31
Meatpacking/West Village West,East Williamsburg,5
Meatpacking/West Village West,Eastchester,1
Meatpacking/West Village West,Financial District North,25
Meatpacking/West Village West,Financial District South,3
Meatpacking/West Village West,Flatbush/Ditmas Park,1
Meatpacking/West Village West,Flatiron,27
Meatpacking/West Village West,Flatlands,1
Meatpacking/West Village West,Forest Hills,3
Meatpacking/West Village West,Fort Greene,7
Meatpacking/West Village West,Garment District,16
Meatpacking/West Village West,Gowanus,1
Meatpacking/West Village West,Gramercy,22
Meatpacking/West Village West,Greenpoint,3
Meatpacking/West Village West,Greenwich Village North,40
Meatpacking/West Village West,Greenwich Village South,39
Meatpacking/West Village West,Hamilton Heights,6
Meatpacking/West Village West,Homecrest,1
Meatpacking/West Village West,Hudson Sq,27
Meatpacking/West Village West,Inwood,1
Meatpacking/West Village West,JFK Airport,16
Meatpacking/West Village West,Jamaica,1
Meatpacking/West Village West,Kips Bay,12
Meatpacking/West Village West,LaGuardia Airport,16
Meatpacking/West Village West,Lenox Hill East,5
Meatpacking/West Village West,Lenox Hill West,7
Meatpacking/West Village West,Lincoln Square East,13
Meatpacking/West Village West,Lincoln Square West,14
Meatpacking/West Village West,Little Italy/NoLiTa,47
Meatpacking/West Village West,Long Island City/Hunters Point,6
Meatpacking/West Village West,Lower East Side,33
Meatpacking/West Village West,Manhattan Valley,2
Meatpacking/West Village West,Manhattanville,2
Meatpacking/West Village West,Marine Park/Mill Basin,1
Meatpacking/West Village West,Maspeth,1
Meatpacking/West Village West,Meatpacking/West Village West,26
Meatpacking/West Village West,Middle Village,2
Meatpacking/West Village West,Midtown Center,31
Meatpacking/West Village West,Midtown East,25
Meatpacking/West Village West,Midtown North,23
Meatpacking/West Village West,Midtown South,22
Meatpacking/West Village West,Morningside Heights,5
Meatpacking/West Village West,Mott Haven/Port Morris,1
Meatpacking/West Village West,Mount Hope,1
Meatpacking/West Village West,Murray Hill,33
Meatpacking/West Village West,Newark Airport,22
Meatpacking/West Village West,Norwood,1
Meatpacking/West Village West,Old Astoria,2
Meatpacking/West Village West,Outside of NYC,50
Meatpacking/West Village West,Park Slope,6
Meatpacking/West Village West,Penn Station/Madison Sq West,29
Meatpacking/West Village West,Prospect Heights,4
Meatpacking/West Village West,Prospect-Lefferts Gardens,2
Meatpacking/West Village West,Red Hook,1
Meatpacking/West Village West,Roosevelt Island,1
Meatpacking/West Village West,Seaport,8
Meatpacking/West Village West,SoHo,37
Meatpacking/West Village West,South Beach/Dongan Hills,1
Meatpacking/West Village West,Stapleton,2
Meatpacking/West Village West,Steinway,2
Meatpacking/West Village West,Stuy Town/Peter Cooper Village,3
Meatpacking/West Village West,Stuyvesant Heights,1
Meatpacking/West Village West,Sunnyside,1
Meatpacking/West Village West,Sunset Park West,1
Meatpacking/West Village West,Sutton Place/Turtle Bay North,6
Meatpacking/West Village West,Times Sq/Theatre District,26
Meatpacking/West Village West,TriBeCa/Civic Center,63
Meatpacking/West Village West,Two Bridges/Seward Park,14
Meatpacking/West Village West,UN/Turtle Bay South,14
Meatpacking/West Village West,Union Sq,51
Meatpacking/West Village West,Upper East Side North,14
Meatpacking/West Village West,Upper East Side South,14
Meatpacking/West Village West,Upper West Side North,6
Meatpacking/West Village West,Upper West Side South,11
Meatpacking/West Village West,Van Cortlandt Village,1
Meatpacking/West Village West,Washington Heights North,2
Meatpacking/West Village West,Washington Heights South,7
Meatpacking/West Village West,West Chelsea/Hudson Yards,37
Meatpacking/West Village West,West Farms/Bronx River,1
Meatpacking/West Village West,West Village,49
Meatpacking/West Village West,Williamsburg (North Side),10
Meatpacking/West Village West,Williamsburg (South Side),7
Meatpacking/West Village West,Windsor Terrace,2
Meatpacking/West Village West,World Trade Center,17
Meatpacking/West Village West,Yorkville East,2
